Team,xWins,Wins,Performance
Abertillery,0.33,0.0,-0.33
Ashburton County,0.332,0.0,-0.332
Canterbury Development XV,0.349,0.0,-0.349
Northumberland,0.35,0.0,-0.35
Suva,0.351,0.0,-0.351
Kanto,0.355,0.0,-0.355
Reds A,2.355,2.0,-0.355
Ukraine XV,0.356,0.0,-0.356
Pietermaritzburg,0.358,0.0,-0.358
North Eastern Cape,1.36,1.0,-0.3600000000000001
South Africa Rugby Federation XV,0.363,0.0,-0.363
Cairns,0.364,0.0,-0.364
Belgrano Athletic,0.366,0.0,-0.366
French Barbarians,14.368,14.0,-0.3680000000000003
Eastern Counties,0.369,0.0,-0.369
Cook Islands Presidents XV,0.371,0.0,-0.371
Central Vikings,0.371,0.0,-0.371
South Africa African XV,0.374,0.0,-0.374
Redruth,0.375,0.0,-0.375
London Welsh,0.377,0.0,-0.377
Abertillery/Ebbw Vale,0.379,0.0,-0.379
East London,0.379,0.0,-0.379
Metropolitan Counties,0.382,0.0,-0.382
Toronto,0.383,0.0,-0.383
East Canada,0.386,0.0,-0.386
Pyrenees / Ariege,0.387,0.0,-0.387
Saskatchewan,0.387,0.0,-0.387
Central Universities,0.387,0.0,-0.387
Counties / Thames Valley,0.388,0.0,-0.388
Eastern Transvaal Country,0.391,0.0,-0.391
Pumas B,0.392,0.0,-0.392
Japan Universities,0.392,0.0,-0.392
North Island XV,0.398,0.0,-0.398
UAE,0.4,0.0,-0.4
New South Wales U20,0.4,0.0,-0.4
Western Australia,2.9019999999999997,2.5,-0.4019999999999997
