Year,Home_Team,Home_Score,Away_Score,Away_Team,Date
2007,Scarlets,32,8,Ulster,10/12/2007
2007,Cardiff Blues,30,16,Connacht,10/12/2007
2007,Edinburgh,13,19,Dragons,10/12/2007
2007,Glasgow ,21,17,Leinster,10/12/2007
2007,Dragons,31,11,Ulster,10/6/2007
2007,Leinster,23,52,Scarlets,10/5/2007
2007,Edinburgh,13,13,Ospreys,10/5/2007
2007,Glasgow ,16,15,Connacht,10/5/2007
2007,Munster,17,19,Cardiff Blues,10/5/2007
2007,Ospreys,37,23,Glasgow ,9/30/2007
2007,Dragons,16,26,Munster,9/28/2007
2007,Scarlets,34,11,Connacht,9/28/2007
2007,Cardiff Blues,19,30,Leinster,9/28/2007
2007,Edinburgh,24,10,Ulster,9/28/2007
2007,Leinster,23,8,Edinburgh,9/22/2007
2007,Munster,26,16,Scarlets,9/22/2007
2007,Connacht,22,7,Dragons,9/21/2007
2007,Cardiff Blues,32,16,Glasgow ,9/21/2007
2007,Ulster,17,16,Ospreys,9/21/2007
2007,Ospreys,9,14,Scarlets,9/11/2007
2007,Dragons,13,40,Cardiff Blues,9/7/2007
2007,Scarlets,23,30,Dragons,9/1/2007
2007,Cardiff Blues,17,15,Ospreys,8/31/2007
2009,Cardiff Blues,14,36,Edinburgh,5/17/2009
2009,Dragons,18,9,Leinster,5/16/2009
2009,Scarlets,43,17,Ulster,5/16/2009
2009,Glasgow ,30,9,Connacht,5/15/2009
2009,Munster,36,10,Ospreys,5/15/2009
2009,Cardiff Blues,9,30,Scarlets,5/13/2009
2009,Ospreys,34,23,Glasgow ,5/10/2009
2009,Cardiff Blues,20,12,Munster,5/10/2009
2009,Edinburgh,43,3,Dragons,5/9/2009
2009,Connacht,12,14,Ulster,5/8/2009
2009,Leinster,45,8,Scarlets,5/8/2009
2009,Cardiff Blues,26,12,Dragons,5/6/2009
2009,Ospreys,27,18,Dragons,4/30/2009
2009,Dragons,27,14,Connacht,4/26/2009
2009,Ospreys,30,32,Edinburgh,4/25/2009
2009,Leinster,36,13,Glasgow ,4/25/2009
2009,Munster,29,10,Scarlets,4/24/2009
2009,Ulster,9,11,Cardiff Blues,4/24/2009
2009,Scarlets,18,29,Ospreys,4/18/2009
2009,Munster,25,10,Connacht,4/18/2009
2009,Glasgow ,19,20,Ulster,4/17/2009
2009,Edinburgh,27,16,Leinster,4/17/2009
2009,Scarlets,21,38,Glasgow ,4/4/2009
2009,Munster,22,5,Leinster,4/4/2009
2009,Connacht,39,17,Dragons,4/3/2009
2009,Edinburgh,16,3,Cardiff Blues,4/3/2009
2009,Ulster,13,16,Ospreys,4/3/2009
2009,Leinster,32,6,Ulster,3/29/2009
2009,Edinburgh,32,5,Connacht,3/27/2009
2009,Glasgow ,13,26,Munster,3/27/2009
2009,Scarlets,13,6,Edinburgh,3/8/2009
2009,Dragons,9,20,Munster,3/7/2009
2009,Ulster,12,0,Glasgow ,3/7/2009
2009,Connacht,14,19,Cardiff Blues,3/6/2009
2009,Ospreys,8,13,Leinster,3/6/2009
2009,Ospreys,22,10,Connacht,2/22/2009
2009,Dragons,26,16,Ulster,2/22/2009
2009,Scarlets,17,31,Leinster,2/21/2009
2009,Munster,28,14,Edinburgh,2/21/2009
2009,Cardiff Blues,34,30,Glasgow ,2/20/2009
2009,Leinster,21,20,Cardiff Blues,1/10/2009
2009,Connacht,14,17,Scarlets,1/9/2009
2009,Ospreys,21,25,Munster,1/9/2009
2009,Glasgow ,20,25,Dragons,1/9/2009
2009,Edinburgh,21,15,Ulster,1/9/2009
2009,Munster,11,37,Ulster,1/3/2009
2009,Glasgow ,25,20,Edinburgh,1/2/2009
2009,Leinster,26,18,Connacht,1/2/2009
2009,Scarlets,29,24,Dragons,1/1/2009
2008,Cardiff Blues,12,16,Ospreys,12/31/2008
2008,Connacht,12,6,Munster,12/28/2008
2008,Ospreys,20,6,Scarlets,12/27/2008
2008,Ulster,13,21,Leinster,12/27/2008
2008,Dragons,19,21,Cardiff Blues,12/26/2008
2008,Edinburgh,39,6,Glasgow ,12/26/2008
2008,Scarlets,27,13,Cardiff Blues,12/20/2008
2008,Dragons,30,24,Ospreys,12/19/2008
2008,Leinster,29,13,Dragons,11/29/2008
2008,Scarlets,16,18,Munster,11/28/2008
2008,Edinburgh,32,16,Ospreys,11/28/2008
2008,Glasgow ,28,0,Cardiff Blues,11/28/2008
2008,Ulster,53,13,Connacht,11/28/2008
2008,Ulster,22,6,Munster,10/25/2008
2008,Connacht,14,27,Edinburgh,10/24/2008
2008,Glasgow ,15,12,Leinster,10/24/2008
2008,Connacht,19,18,Leinster,10/5/2008
2008,Munster,25,17,Glasgow ,10/4/2008
2008,Ulster,13,9,Edinburgh,10/3/2008
2008,Leinster,0,18,Munster,9/28/2008
2008,Ospreys,43,0,Ulster,9/27/2008
2008,Cardiff Blues,58,0,Connacht,9/26/2008
2008,Dragons,11,9,Edinburgh,9/26/2008
2008,Glasgow ,34,20,Scarlets,9/26/2008
2008,Munster,28,20,Cardiff Blues,9/20/2008
2008,Connacht,15,8,Glasgow ,9/19/2008
2008,Edinburgh,32,12,Scarlets,9/19/2008
2008,Ulster,14,16,Dragons,9/19/2008
2008,Leinster,19,13,Ospreys,9/19/2008
2008,Munster,50,6,Dragons,9/14/2008
2008,Scarlets,45,3,Connacht,9/13/2008
2008,Cardiff Blues,16,15,Ulster,9/12/2008
2008,Glasgow ,18,21,Ospreys,9/12/2008
2008,Leinster,52,6,Edinburgh,9/12/2008
2008,Dragons,25,27,Scarlets,9/10/2008
2008,Ospreys,32,10,Cardiff Blues,9/9/2008
2008,Cardiff Blues,16,16,Leinster,9/6/2008
2008,Connacht,3,16,Ospreys,9/5/2008
2008,Dragons,6,12,Glasgow ,9/5/2008
2008,Edinburgh,15,20,Munster,9/5/2008
2008,Ulster,9,16,Scarlets,9/5/2008
2010,Leinster,12,17,Ospreys,5/29/2010
2010,Leinster,16,6,Munster,5/15/2010
2010,Ospreys,20,5,Glasgow ,5/14/2010
2010,Cardiff Blues,13,12,Munster,5/9/2010
2010,Leinster,37,28,Edinburgh,5/9/2010
2010,Ospreys,42,10,Dragons,5/7/2010
2010,Scarlets,32,37,Glasgow ,5/7/2010
2010,Ulster,41,10,Connacht,5/7/2010
2010,Scarlets,58,10,Connacht,4/25/2010
2010,Edinburgh,25,37,Ulster,4/25/2010
2010,Munster,11,15,Ospreys,4/24/2010
2010,Dragons,14,20,Cardiff Blues,4/23/2010
2010,Glasgow ,30,6,Leinster,4/23/2010
2010,Connacht,27,13,Leinster,4/21/2010
2010,Connacht,12,18,Munster,4/18/2010
2010,Dragons,49,28,Edinburgh,4/18/2010
2010,Scarlets,16,39,Cardiff Blues,4/17/2010
2010,Glasgow ,25,18,Ulster,4/16/2010
2010,Leinster,20,16,Ospreys,4/16/2010
2010,Ulster,27,38,Ospreys,4/13/2010
2010,Glasgow ,27,19,Dragons,4/4/2010
2010,Ulster,24,33,Cardiff Blues,4/3/2010
2010,Connacht,22,21,Edinburgh,4/2/2010
2010,Ospreys,27,19,Scarlets,4/2/2010
2010,Munster,15,16,Leinster,4/2/2010
2010,Leinster,17,14,Connacht,3/27/2010
2010,Dragons,28,20,Ospreys,3/27/2010
2010,Cardiff Blues,19,9,Ulster,3/26/2010
2010,Edinburgh,24,20,Scarlets,3/26/2010
2010,Munster,27,19,Glasgow ,3/26/2010
2010,Leinster,20,14,Glasgow ,3/18/2010
2010,Munster,23,17,Scarlets,3/18/2010
2010,Connacht,16,3,Dragons,3/17/2010
2010,Edinburgh,33,17,Ospreys,3/7/2010
2010,Cardiff Blues,20,29,Leinster,3/7/2010
2010,Dragons,31,22,Munster,3/6/2010
2010,Scarlets,25,8,Ulster,3/5/2010
2010,Connacht,19,19,Glasgow ,3/5/2010
2010,Ospreys,19,17,Connacht,2/21/2010
2010,Leinster,27,14,Scarlets,2/20/2010
2010,Ulster,22,22,Dragons,2/19/2010
2010,Glasgow ,7,30,Cardiff Blues,2/19/2010
2010,Munster,19,12,Edinburgh,2/19/2010
2010,Edinburgh,21,12,Cardiff Blues,1/9/2010
2010,Edinburgh,15,22,Glasgow ,1/2/2010
2010,Ulster,15,10,Munster,1/2/2010
2010,Ospreys,26,0,Cardiff Blues,1/1/2010
2009,Dragons,9,14,Scarlets,12/31/2009
2009,Glasgow ,25,12,Edinburgh,12/27/2009
2009,Cardiff Blues,42,13,Dragons,12/27/2009
2009,Scarlets,14,21,Ospreys,12/26/2009
2009,Leinster,15,3,Ulster,12/26/2009
2009,Munster,35,3,Connacht,12/26/2009
2009,Cardiff Blues,21,9,Connacht,12/6/2009
2009,Dragons,30,14,Leinster,12/6/2009
2009,Ospreys,19,14,Munster,12/5/2009
2009,Scarlets,16,17,Edinburgh,12/4/2009
2009,Ulster,13,25,Glasgow ,12/4/2009
2009,Edinburgh,8,9,Dragons,11/1/2009
2009,Munster,24,10,Ulster,10/31/2009
2009,Leinster,23,6,Cardiff Blues,10/31/2009
2009,Connacht,16,10,Scarlets,10/30/2009
2009,Ospreys,9,9,Glasgow ,10/30/2009
2009,Ulster,16,14,Leinster,10/24/2009
2009,Cardiff Blues,20,12,Ospreys,10/24/2009
2009,Scarlets,18,3,Dragons,10/23/2009
2009,Glasgow ,34,20,Connacht,10/23/2009
2009,Edinburgh,12,7,Munster,10/23/2009
2009,Ospreys,31,10,Edinburgh,10/4/2009
2009,Dragons,23,10,Connacht,10/3/2009
2009,Cardiff Blues,5,21,Glasgow ,10/3/2009
2009,Leinster,30,0,Munster,10/3/2009
2009,Ulster,45,24,Scarlets,10/2/2009
2009,Munster,27,3,Dragons,9/27/2009
2009,Cardiff Blues,19,15,Scarlets,9/26/2009
2009,Edinburgh,19,21,Leinster,9/26/2009
2009,Glasgow ,16,26,Ospreys,9/25/2009
2009,Connacht,6,30,Ulster,9/25/2009
2009,Scarlets,20,22,Munster,9/19/2009
2009,Connacht,18,16,Cardiff Blues,9/18/2009
2009,Ospreys,11,18,Leinster,9/18/2009
2009,Dragons,30,19,Glasgow ,9/18/2009
2009,Ulster,13,16,Edinburgh,9/18/2009
2009,Glasgow ,19,11,Scarlets,9/13/2009
2009,Ospreys,16,20,Ulster,9/12/2009
2009,Leinster,23,14,Dragons,9/12/2009
2009,Munster,24,13,Cardiff Blues,9/11/2009
2009,Edinburgh,62,13,Connacht,9/11/2009
2009,Dragons,23,6,Ulster,9/6/2009
2009,Scarlets,18,16,Leinster,9/5/2009
2009,Connacht,12,19,Ospreys,9/4/2009
2009,Cardiff Blues,21,22,Edinburgh,9/4/2009
2009,Glasgow ,22,9,Munster,9/4/2009
2011,Munster,19,9,Leinster,5/28/2011
2011,Munster,18,11,Ospreys,5/14/2011
2011,Leinster,18,3,Ulster,5/13/2011
2011,Aironi,10,12,Ospreys,5/6/2011
2011,Benetton,31,6,Edinburgh,5/6/2011
2011,Dragons,13,20,Ulster,5/6/2011
2011,Leinster,38,3,Glasgow ,5/6/2011
2011,Munster,22,6,Connacht,5/6/2011
2011,Scarlets,38,23,Cardiff Blues,5/6/2011
2011,Dragons,28,15,Cardiff Blues,4/29/2011
2011,Aironi,8,20,Leinster,4/23/2011
2011,Ospreys,20,22,Munster,4/23/2011
2011,Ulster,27,16,Connacht,4/22/2011
2011,Edinburgh,27,15,Dragons,4/22/2011
2011,Glasgow ,29,37,Scarlets,4/22/2011
2011,Cardiff Blues,29,9,Benetton,4/21/2011
2011,Benetton,19,16,Glasgow ,4/16/2011
2011,Scarlets,6,13,Munster,4/16/2011
2011,Leinster,34,26,Ulster,4/16/2011
2011,Dragons,32,28,Ospreys,4/15/2011
2011,Connacht,12,26,Cardiff Blues,4/15/2011
2011,Edinburgh,32,15,Aironi,4/15/2011
2011,Dragons,33,10,Benetton,4/3/2011
2011,Aironi,16,17,Glasgow ,4/2/2011
2011,Ospreys,21,21,Cardiff Blues,4/2/2011
2011,Munster,24,23,Leinster,4/2/2011
2011,Ulster,20,18,Scarlets,4/1/2011
2011,Connacht,27,23,Edinburgh,4/1/2011
2011,Dragons,16,26,Leinster,3/27/2011
2011,Scarlets,22,16,Benetton,3/27/2011
2011,Aironi,25,13,Connacht,3/26/2011
2011,Edinburgh,23,16,Ospreys,3/26/2011
2011,Cardiff Blues,15,16,Munster,3/25/2011
2011,Glasgow ,19,22,Ulster,3/25/2011
2011,Ulster,25,23,Dragons,3/18/2011
2011,Glasgow ,25,17,Benetton,3/18/2011
2011,Connacht,11,6,Aironi,3/11/2011
2011,Ospreys,37,6,Glasgow ,3/5/2011
2011,Munster,38,17,Dragons,3/5/2011
2011,Connacht,31,25,Benetton,3/4/2011
2011,Ulster,23,10,Aironi,3/4/2011
2011,Edinburgh,11,16,Cardiff Blues,3/4/2011
2011,Leinster,26,15,Scarlets,3/4/2011
2011,Aironi,10,20,Munster,2/27/2011
2011,Ospreys,33,18,Connacht,2/27/2011
2011,Ulster,32,13,Cardiff Blues,2/25/2011
2011,Leinster,30,5,Benetton,2/25/2011
2011,Glasgow ,16,16,Dragons,2/25/2011
2011,Scarlets,11,3,Edinburgh,2/24/2011
2011,Aironi,3,18,Dragons,2/20/2011
2011,Benetton,18,34,Ospreys,2/19/2011
2011,Cardiff Blues,11,3,Leinster,2/19/2011
2011,Connacht,37,8,Glasgow ,2/18/2011
2011,Scarlets,16,18,Ulster,2/18/2011
2011,Munster,23,13,Edinburgh,2/18/2011
2011,Benetton,19,18,Munster,2/13/2011
2011,Ospreys,23,22,Ulster,2/13/2011
2011,Dragons,30,22,Edinburgh,2/12/2011
2011,Connacht,17,13,Scarlets,2/12/2011
2011,Glasgow ,15,26,Cardiff Blues,2/11/2011
2011,Leinster,21,16,Aironi,2/10/2011
2011,Edinburgh,16,21,Scarlets,1/8/2011
2011,Munster,22,20,Glasgow ,1/8/2011
2011,Ulster,32,13,Benetton,1/7/2011
2011,Cardiff Blues,24,13,Aironi,1/7/2011
2011,Leinster,15,10,Ospreys,1/7/2011
2011,Dragons,17,16,Connacht,1/6/2011
2011,Edinburgh,28,17,Glasgow ,1/2/2011
2011,Leinster,30,8,Connacht,1/1/2011
2011,Scarlets,21,15,Dragons,1/1/2011
2011,Munster,35,10,Ulster,1/1/2011
2010,Aironi,15,16,Benetton,12/31/2010
2010,Cardiff Blues,27,25,Ospreys,12/31/2010
2010,Ulster,13,30,Leinster,12/27/2010
2010,Ospreys,60,17,Scarlets,12/27/2010
2010,Glasgow ,30,18,Edinburgh,12/27/2010
2010,Connacht,12,16,Munster,12/27/2010
2010,Benetton,15,10,Aironi,12/24/2010
2010,Munster,16,9,Cardiff Blues,12/4/2010
2010,Ospreys,33,16,Edinburgh,12/4/2010
2010,Scarlets,17,17,Leinster,12/3/2010
2010,Ospreys,19,15,Leinster,11/28/2010
2010,Cardiff Blues,38,6,Glasgow ,11/27/2010
2010,Aironi,17,34,Scarlets,11/27/2010
2010,Benetton,9,19,Ulster,11/26/2010
2010,Dragons,20,6,Munster,11/26/2010
2010,Edinburgh,24,19,Connacht,11/26/2010
2010,Cardiff Blues,15,37,Ulster,11/21/2010
2010,Munster,27,26,Scarlets,11/21/2010
2010,Connacht,15,16,Ospreys,11/19/2010
2010,Leinster,27,6,Dragons,11/19/2010
2010,Edinburgh,21,9,Benetton,11/5/2010
2010,Glasgow ,33,8,Aironi,11/5/2010
2010,Benetton,24,17,Connacht,10/30/2010
2010,Leinster,19,18,Edinburgh,10/30/2010
2010,Ospreys,16,21,Dragons,10/30/2010
2010,Aironi,3,20,Cardiff Blues,10/29/2010
2010,Ulster,6,16,Munster,10/29/2010
2010,Scarlets,18,14,Glasgow ,10/29/2010
2010,Glasgow ,31,23,Ospreys,10/24/2010
2010,Connacht,6,18,Leinster,10/23/2010
2010,Dragons,36,5,Aironi,10/23/2010
2010,Edinburgh,21,16,Ulster,10/22/2010
2010,Munster,39,13,Benetton,10/22/2010
2010,Cardiff Blues,10,16,Scarlets,10/22/2010
2010,Aironi,9,10,Edinburgh,10/2/2010
2010,Leinster,13,9,Munster,10/2/2010
2010,Scarlets,18,21,Ospreys,10/2/2010
2010,Benetton,20,13,Dragons,10/1/2010
2010,Ulster,19,17,Glasgow ,10/1/2010
2010,Cardiff Blues,22,6,Connacht,9/30/2010
2010,Ospreys,38,6,Aironi,9/25/2010
2010,Connacht,15,15,Ulster,9/25/2010
2010,Benetton,7,19,Cardiff Blues,9/24/2010
2010,Dragons,14,27,Scarlets,9/24/2010
2010,Edinburgh,32,24,Leinster,9/24/2010
2010,Glasgow ,29,43,Munster,9/24/2010
2010,Benetton,29,13,Leinster,9/18/2010
2010,Cardiff Blues,43,21,Dragons,9/18/2010
2010,Munster,22,10,Ospreys,9/18/2010
2010,Glasgow ,17,19,Connacht,9/17/2010
2010,Scarlets,49,10,Aironi,9/17/2010
2010,Ulster,29,21,Edinburgh,9/17/2010
2010,Dragons,23,11,Glasgow ,9/12/2010
2010,Scarlets,35,33,Connacht,9/11/2010
2010,Aironi,15,22,Ulster,9/11/2010
2010,Leinster,34,23,Cardiff Blues,9/11/2010
2010,Edinburgh,13,16,Munster,9/10/2010
2010,Ospreys,32,16,Benetton,9/10/2010
2010,Connacht,40,17,Dragons,9/4/2010
2010,Benetton,34,28,Scarlets,9/4/2010
2010,Cardiff Blues,34,23,Edinburgh,9/4/2010
2010,Munster,33,17,Aironi,9/4/2010
2010,Glasgow ,22,19,Leinster,9/3/2010
2010,Ulster,27,26,Ospreys,9/3/2010
2012,Leinster,30,31,Ospreys,5/27/2012
2012,Leinster,19,15,Glasgow ,5/12/2012
2012,Ospreys,45,10,Munster,5/11/2012
2012,Aironi,11,18,Ospreys,5/5/2012
2012,Dragons,18,22,Leinster,5/5/2012
2012,Edinburgh,44,21,Benetton,5/5/2012
2012,Glasgow ,24,3,Connacht,5/5/2012
2012,Munster,36,8,Ulster,5/5/2012
2012,Scarlets,29,20,Cardiff Blues,5/5/2012
2012,Benetton,8,13,Glasgow ,4/22/2012
2012,Cardiff Blues,38,13,Edinburgh,4/22/2012
2012,Connacht,19,16,Aironi,4/21/2012
2012,Scarlets,20,20,Munster,4/21/2012
2012,Ospreys,31,12,Dragons,4/20/2012
2012,Ulster,8,16,Leinster,4/20/2012
2012,Aironi,23,26,Scarlets,4/15/2012
2012,Connacht,26,21,Ulster,4/14/2012
2012,Cardiff Blues,12,33,Ospreys,4/14/2012
2012,Munster,35,29,Glasgow ,4/14/2012
2012,Dragons,32,33,Benetton,4/13/2012
2012,Leinster,54,13,Edinburgh,4/13/2012
2012,Ospreys,41,10,Benetton,3/31/2012
2012,Munster,9,18,Leinster,3/31/2012
2012,Ulster,45,7,Aironi,3/30/2012
2012,Dragons,19,27,Connacht,3/30/2012
2012,Edinburgh,26,23,Scarlets,3/30/2012
2012,Glasgow ,31,3,Cardiff Blues,3/30/2012
2012,Benetton,23,27,Ulster,3/24/2012
2012,Cardiff Blues,14,26,Scarlets,3/24/2012
2012,Connacht,16,20,Munster,3/24/2012
2012,Leinster,22,23,Ospreys,3/23/2012
2012,Edinburgh,15,29,Dragons,3/23/2012
2012,Glasgow ,29,6,Aironi,3/23/2012
2012,Dragons,18,14,Cardiff Blues,3/15/2012
2012,Aironi,21,17,Munster,3/11/2012
2012,Benetton,13,20,Cardiff Blues,3/3/2012
2012,Dragons,14,24,Munster,3/3/2012
2012,Aironi,6,22,Leinster,3/2/2012
2012,Ospreys,20,26,Glasgow ,3/2/2012
2012,Ulster,38,16,Edinburgh,3/2/2012
2012,Scarlets,38,10,Connacht,3/2/2012
2012,Aironi,9,10,Dragons,2/26/2012
2012,Glasgow ,10,10,Leinster,2/25/2012
2012,Munster,16,13,Cardiff Blues,2/24/2012
2012,Ulster,15,14,Ospreys,2/24/2012
2012,Connacht,26,13,Edinburgh,2/24/2012
2012,Scarlets,34,20,Benetton,2/23/2012
2012,Benetton,14,35,Munster,2/18/2012
2012,Connacht,13,13,Glasgow ,2/18/2012
2012,Dragons,21,10,Edinburgh,2/18/2012
2012,Cardiff Blues,21,14,Ulster,2/17/2012
2012,Ospreys,23,7,Aironi,2/17/2012
2012,Leinster,16,13,Scarlets,2/17/2012
2012,Ulster,30,12,Dragons,2/10/2012
2012,Cardiff Blues,22,15,Connacht,2/10/2012
2012,Edinburgh,14,15,Ospreys,2/10/2012
2012,Glasgow ,19,9,Scarlets,2/9/2012
2012,Leinster,42,8,Benetton,2/9/2012
2012,Aironi,20,6,Connacht,1/7/2012
2012,Cardiff Blues,19,23,Leinster,1/7/2012
2012,Scarlets,16,14,Glasgow ,1/7/2012
2012,Munster,29,11,Benetton,1/7/2012
2012,Dragons,21,20,Ospreys,1/6/2012
2012,Edinburgh,20,42,Ulster,1/6/2012
2012,Connacht,13,15,Leinster,1/1/2012
2012,Glasgow ,17,12,Edinburgh,1/1/2012
2012,Ospreys,17,12,Cardiff Blues,1/1/2012
2011,Benetton,37,14,Aironi,12/31/2011
2011,Dragons,6,10,Scarlets,12/30/2011
2011,Ulster,33,17,Munster,12/30/2011
2011,Scarlets,22,14,Ospreys,12/26/2011
2011,Leinster,42,13,Ulster,12/26/2011
2011,Edinburgh,23,23,Glasgow ,12/26/2011
2011,Munster,24,9,Connacht,12/26/2011
2011,Aironi,27,13,Benetton,12/23/2011
2011,Cardiff Blues,28,9,Dragons,12/23/2011
2011,Dragons,14,14,Glasgow ,12/4/2011
2011,Ospreys,19,13,Munster,12/3/2011
2011,Ulster,24,17,Scarlets,12/2/2011
2011,Connacht,13,15,Benetton,12/2/2011
2011,Edinburgh,50,10,Aironi,12/2/2011
2011,Leinster,52,9,Cardiff Blues,12/2/2011
2011,Benetton,20,30,Leinster,11/26/2011
2011,Connacht,6,17,Ospreys,11/26/2011
2011,Munster,34,17,Edinburgh,11/26/2011
2011,Scarlets,22,12,Dragons,11/25/2011
2011,Glasgow ,17,9,Ulster,11/25/2011
2011,Cardiff Blues,38,0,Aironi,11/24/2011
2011,Aironi,6,18,Glasgow ,11/5/2011
2011,Benetton,11,22,Edinburgh,11/5/2011
2011,Ulster,22,3,Connacht,11/5/2011
2011,Ospreys,9,9,Scarlets,11/5/2011
2011,Leinster,24,19,Munster,11/4/2011
2011,Benetton,50,24,Dragons,10/29/2011
2011,Scarlets,24,17,Ulster,10/29/2011
2011,Connacht,20,26,Cardiff Blues,10/29/2011
2011,Glasgow ,28,17,Ospreys,10/28/2011
2011,Edinburgh,28,36,Leinster,10/28/2011
2011,Munster,18,6,Aironi,10/28/2011
2011,Aironi,26,37,Cardiff Blues,10/8/2011
2011,Leinster,30,20,Connacht,10/8/2011
2011,Munster,13,17,Ospreys,10/8/2011
2011,Scarlets,33,17,Edinburgh,10/7/2011
2011,Ulster,12,23,Benetton,10/7/2011
2011,Glasgow ,24,19,Dragons,10/7/2011
2011,Benetton,20,10,Scarlets,10/1/2011
2011,Leinster,26,7,Aironi,10/1/2011
2011,Cardiff Blues,13,34,Glasgow ,10/1/2011
2011,Dragons,22,9,Ulster,9/30/2011
2011,Edinburgh,29,14,Munster,9/30/2011
2011,Ospreys,26,21,Connacht,9/30/2011
2011,Ospreys,32,14,Ulster,9/25/2011
2011,Aironi,25,19,Edinburgh,9/24/2011
2011,Scarlets,10,15,Leinster,9/24/2011
2011,Cardiff Blues,13,18,Munster,9/23/2011
2011,Connacht,17,13,Dragons,9/23/2011
2011,Glasgow ,13,15,Benetton,9/23/2011
2011,Benetton,27,32,Ospreys,9/17/2011
2011,Leinster,19,23,Glasgow ,9/17/2011
2011,Dragons,23,14,Aironi,9/17/2011
2011,Munster,35,12,Scarlets,9/17/2011
2011,Ulster,20,3,Cardiff Blues,9/16/2011
2011,Edinburgh,19,14,Connacht,9/16/2011
2011,Cardiff Blues,33,18,Benetton,9/11/2011
2011,Aironi,19,25,Ulster,9/10/2011
2011,Connacht,13,11,Scarlets,9/10/2011
2011,Ospreys,26,19,Edinburgh,9/10/2011
2011,Glasgow ,12,23,Munster,9/9/2011
2011,Leinster,31,10,Dragons,9/9/2011
2011,Scarlets,32,9,Aironi,9/4/2011
2011,Benetton,9,11,Connacht,9/3/2011
2011,Munster,20,12,Dragons,9/3/2011
2011,Ospreys,27,3,Leinster,9/2/2011
2011,Ulster,28,14,Glasgow ,9/2/2011
2011,Edinburgh,15,38,Cardiff Blues,9/2/2011
2013,Dragons,20,19,Benetton,5/10/2013
2013,Glasgow ,54,0,Zebre,5/10/2013
2013,Leinster,15,13,Edinburgh,5/10/2013
2013,Munster,17,19,Ulster,5/10/2013
2013,Ospreys,45,20,Connacht,5/10/2013
2013,Scarlets,27,15,Cardiff Blues,5/10/2013
2013,Connacht,15,22,Cardiff Blues,5/3/2013
2013,Edinburgh,12,55,Munster,5/3/2013
2013,Zebre,26,13,Edinburgh,4/19/2013
2013,Connacht,23,32,Munster,4/19/2013
2013,Benetton,45,27,Dragons,4/12/2013
2013,Munster,5,22,Glasgow ,4/12/2013
2013,Scarlets,27,20,Zebre,4/12/2013
2013,Zebre,25,25,Dragons,3/29/2013
2013,Benetton,20,16,Edinburgh,3/29/2013
2013,Cardiff Blues,28,23,Ulster,3/29/2013
2013,Leinster,22,18,Munster,3/29/2013
2013,Glasgow ,14,6,Scarlets,3/22/2013
2013,Munster,14,3,Benetton,3/22/2013
2013,Zebre,15,10,Cardiff Blues,3/1/2013
2013,Connacht,38,6,Benetton,3/1/2013
2013,Scarlets,18,13,Munster,3/1/2013
2013,Leinster,28,25,Glasgow ,3/1/2013
2013,Scarlets,25,21,Edinburgh,2/22/2013
2013,Connacht,11,7,Edinburgh,2/15/2013
2013,Cardiff Blues,20,27,Glasgow ,2/15/2013
2013,Munster,36,8,Zebre,2/15/2013
2013,Benetton,33,41,Scarlets,2/8/2013
2013,Munster,54,13,Cardiff Blues,2/8/2013
2013,Zebre,14,12,Benetton,1/4/2013
2013,Connacht,8,16,Leinster,1/4/2013
2012,Benetton,20,15,Zebre,12/28/2012
2012,Leinster,19,6,Ulster,12/28/2012
2012,Connacht,14,11,Dragons,12/21/2012
2012,Munster,16,10,Scarlets,12/21/2012
2012,Zebre,11,19,Ulster,11/30/2012
2012,Benetton,26,26,Cardiff Blues,11/30/2012
2012,Leinster,36,19,Scarlets,11/30/2012
2012,Ospreys,30,20,Zebre,11/23/2012
2012,Connacht,21,24,Scarlets,11/23/2012
2012,Cardiff Blues,10,31,Munster,11/23/2012
2012,Cardiff Blues,17,13,Benetton,11/2/2012
2012,Connacht,12,19,Glasgow ,11/2/2012
2012,Scarlets,17,9,Ulster,11/2/2012
2012,Munster,12,6,Ospreys,11/2/2012
2012,Leinster,16,13,Connacht,10/26/2012
2012,Scarlets,12,17,Glasgow ,10/5/2012
2012,Munster,19,15,Leinster,10/5/2012
2012,Connacht,26,43,Ospreys,9/28/2012
2012,Munster,23,9,Dragons,9/28/2012
2013,Ulster,18,24,Leinster,5/25/2013
2013,Leinster,17,15,Glasgow ,5/11/2013
2013,Ulster,28,17,Scarlets,5/10/2013
2013,Connacht,3,20,Glasgow ,5/3/2013
2013,Edinburgh,31,24,Dragons,5/3/2013
2013,Leinster,37,19,Ospreys,5/3/2013
2013,Scarlets,17,41,Benetton,5/3/2013
2013,Ulster,37,13,Cardiff Blues,5/3/2013
2013,Zebre,25,27,Munster,5/3/2013
2013,Benetton,23,23,Connacht,4/26/2013
2013,Zebre,22,41,Leinster,4/21/2013
2013,Scarlets,24,6,Cardiff Blues,4/20/2013
2013,Dragons,30,24,Munster,4/19/2013
2013,Benetton,30,10,Edinburgh,4/19/2013
2013,Glasgow ,35,17,Ospreys,4/19/2013
2013,Connacht,18,34,Ulster,4/19/2013
2013,Cardiff Blues,28,13,Zebre,4/13/2013
2013,Munster,16,22,Leinster,4/13/2013
2013,Ospreys,28,3,Benetton,4/13/2013
2013,Scarlets,29,6,Glasgow ,4/12/2013
